Disaster Subgroup,Disaster Type,Disaster Subtype,Country,Subregion,Region,Location,Origin,Magnitude,Magnitude Scale,Start Year,End Year,Total Deaths,No. Injured,No. Affected,Total Affected,Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)"
Hydrological,Flood,Flood (General),Indonesia,South-eastern Asia,Asia,"Bogor Town (West Java Province); Demak Regency (Central Java); Jambi, West Nusa Tenggara, South Sulawesi and East Java; Sumedang and Bandung regencies (West Java Provine)",Heavy rains,,Km2,2024,2024,2,2,25500,25502,,
Hydrological,Flood,Flood (General),Peru,Latin America and the Caribbean,Americas,Contralmirante Villar and Tumbes Provinces (Tumbes Region); Tahuamanu Province,Heavy rains,,Km2,2024,2024,,,346,346,,
Meteorological,Storm,Severe weather,Brazil,Latin America and the Caribbean,Americas,"Assis Brasil, Brasileia, Capixaba, Cruzeiro do Sul, Epitaciolândia, Feijó, Jordão, Mâncio Lima, Marechal Thaumaturgo, Plácido de Castro, Porto Walter, Rio Branco, Santa Rosa do Purus, Sena Madureira, Tarauacá, and Xapuri municipalities (Acre, Santa Catarina State)",,,Kph,2024,2024,,,28855,28855,,
Hydrological,Flood,Flood (General),Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Catachila Alta, Laquina and Chinata Communities (Cochabamba Department)",Heavy rains,,Km2,2024,2024,,,,150,,
Meteorological,Storm,Severe weather,Thailand,South-eastern Asia,Asia,"Kamphaeng Phet, Nong Bua Lamphu and Nakhon Sawan Provinces",,,Kph,2024,2024,,,1400,1400,,
Hydrological,Flood,Flood (General),Brazil,Latin America and the Caribbean,Americas,Macapá Municipality (Amapá State),Heavy rains,,Km2,2024,2024,,,291,291,,
Hydrological,Flood,Flood (General),Afghanistan,Southern Asia,Asia,"Kandahar, Helmand, Sar-e-Pol, Badakshan, Balkh, Jawzjan, Badghis, Faryab, Herat, Ghazni, Daykundi, and Ghor",Heavy rains,,Km2,2024,2024,39,2,,3152,,
Hydrological,Flood,Flood (General),Iran (Islamic Republic of),Southern Asia,Asia,"Dashtiari, Qasrqand, Nikshahr, Chabahar , Khash, Sib-o Soran, Fanuj, Iranshahr, Mirjaveh, Dalgaan, Saravan, Zahedan, Nimroz, Sarbaz, and Mehrestan (Sistan and Baluchistan provinces)",Heavy rains,,Km2,2024,2024,,,258387,258387,,
Hydrological,Flood,Flood (General),Pakistan,Southern Asia,Asia,"Bajaur, Khyber, Makaland, Mohmand, and Lower and Upper Dir districts (Khyber Pakhtunkhwa Province); Gwadar (Balochistan province) Province",Heavy rains,,Km2,2024,2024,40,62,2770,3232,,
Hydrological,Flood,Flood (General),Argentina,Latin America and the Caribbean,Americas,Corrientes,"Heavy rain, intense storm system",,Km2,2024,2024,,,400000,400000,,
Hydrological,Flood,Flood (General),Malawi,Sub-Saharan Africa,Africa,"Karonga, Nkhotakota, Lilongwe, and Kasungu Districts",Heavy rains,,Km2,2024,2024,6,4,14000,14004,,
Meteorological,Storm,Storm (General),Burundi,Sub-Saharan Africa,Africa,Butihinda Municipality (Muyinga Province),,,Kph,2024,2024,,5,650,655,,
Climatological,Wildfire,Wildfire (General),United States of America,Northern America,Americas,"Texas, Oklahoma",Hot and windy conditions,,Km2,2024,2024,2,,300,339,700000,
Meteorological,Storm,Extra-tropical storm,Switzerland,Western Europe,Europe,"Valais, Val Ferret",,,Kph,2024,2024,6,,,,,
Meteorological,Storm,Extra-tropical storm,Spain,Southern Europe,Europe,Barcelona,,,Kph,2024,2024,1,,,,,
Meteorological,Storm,Extra-tropical storm,France,Western Europe,Europe,"Hérault, Gard, Ardèche, Var",,100,Kph,2024,2024,8,1,,1,,
Meteorological,Storm,Extra-tropical storm,Italy,Southern Europe,Europe,"Liguria, Piedmont Regions; Lazio region, Aosta Valley, Veneto Regions ",,,Kph,2024,2024,1,3,,3,,
Meteorological,Storm,Extra-tropical storm,Canary Islands,Northern Africa,Africa,Grand Canaria,,,Kph,2024,2024,2,,,,,
Hydrological,Mass movement (wet),Landslide (wet),Indonesia,South-eastern Asia,Asia,"Pesisir Selatan, Padang Pariaman districts (Sumatra province); West and Central Kalimantan, Central Java, North Sulawesi, and East Nusa Tenggara.",Heavy rains,,,2024,2024,51,12,500000,500012,25000,
Hydrological,Flood,Flash flood,Uruguay,Latin America and the Caribbean,Americas,"Florida, San Jose; Rosario, Nueva Helvecia Cities (Colonia); Canelones, San Jose, Cero Largo, Paysandú, Rivera, Rocha, Durazno",Heavy rains,,Km2,2024,2024,,,100000,100000,,
Hydrological,Flood,Flash flood,Iraq,Western Asia,Asia,"Baroshki, Nazarki, Atiti, Naoura, Mahalla Sheli, Hay Al-Jazma, Hay Al-Shurta, Al-Ulya, Kizabra, and Mahalla Kuli (Duhok province); Erbil Governorates (Kurdistan region.); Terawa, Badawa, Koyistan, and Dara Tow; Diyala and Maysan Governorates",Heavy rains,,Km2,2024,2024,3,17,18000,18017,,
Hydrological,Mass movement (wet),Landslide (wet),Papua New Guinea,Melanesia,Oceania,Chimbu Province; Lese Kavora (Gulf Province),Heavy rains,,,2024,2024,23,,,,60000,
Meteorological,Storm,Severe weather,Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Maniema Province,"Heavy rainfall, strong winds and thunderstorms",,Kph,2024,2024,2,27,500,527,,
Meteorological,Storm,Lightning/Thunderstorms,Argentina,Latin America and the Caribbean,Americas,"Lanús and Avellaneda districts (La Plata area, Buenos Aires Province)",,150,Kph,2024,2024,1,6,400000,400006,,
Meteorological,Extreme temperature,Cold wave,Afghanistan,Southern Asia,Asia,"Badakhshan, Badghis, Balkh, Farah, Faryab, Ghor, Herat, Jawzjan, Kunduz, Nuristan, Sar-e-Pul, Uruzgan, and Zabul",,0,°C,2024,2024,1197,2217,325205,327422,,
Hydrological,Flood,Flood (General),Algeria,Northern Africa,Africa,Jijel,Heavy rains,,Km2,2024,2024,,,1000,1000,,
Hydrological,Flood,Flood (General),Bolivia (Plurinational State of),Latin America and the Caribbean,Americas,"Bajo Acre, Bajo Virtudes and Velmonte (Cobija Municipality, Pando)",,,Km2,2024,2024,,,3990,3990,,
Meteorological,Storm,Severe weather,India,Southern Asia,Asia,"Unakoti, Sepahijala, Dhalai, South, West, Khowai and Gomati Districts (Tripura state); Una District (Himachal Pradesh State)",,,Kph,2024,2024,4,7,22810,22932,,
Hydrological,Flood,Flash flood,Kenya,Sub-Saharan Africa,Africa,"Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, Nairobi, Kitui, Kajiado, West Pokot",Heavy rains,,Km2,2024,2024,282,164,205000,205164,,
Hydrological,Flood,Flood (General),Brazil,Latin America and the Caribbean,Americas,"Mimoso do Sul, Apiacá Municipal, Vargem Alta Muniz Freire and Bom Jesus do Norte municipalities (Espirito Santo); Rio de Janeiro States)",Heavy rains,,Km2,2024,2024,34,,7708,7708,140000,
Geophysical,Earthquake,Ground movement,Papua New Guinea,Melanesia,Oceania,"Ambunti-Dreikikir, Angoram and Wosera-Gaui (East Sepik Province)",,6.9,Moment Magnitude,2024,2024,5,2,,5002,,
Geophysical,Earthquake,Ground movement,Indonesia,South-eastern Asia,Asia,Gresik Regency (East Java province),,6.4,Moment Magnitude,2024,2024,,2,144520,144522,35000,
Meteorological,Storm,Severe weather,Cuba,Latin America and the Caribbean,Americas,"Artemisa, Ciudad de la Habana, Matanzas, Mayabeque",,,Kph,2024,2024,,,270000,270000,,
Climatological,Wildfire,Wildfire (General),China,Eastern Asia,Asia, Yajiang County (Sichuan province); Lincang City Wenshan City (Yunnan Province),,,Km2,2024,2024,4,,4900,4900,,
Climatological,Wildfire,Wildfire (General),Chile,Latin America and the Caribbean,Americas,"Valparaíso Municipality, Valparaíso region, in Cerro Cordillera, Curauma and La Caldera areas",,,Km2,2024,2024,,6,120,126,,
Hydrological,Flood,Flood (General),Peru,Latin America and the Caribbean,Americas,"Molinos District, Juja Province, Junín Department; San Juan District, Sihuas Province, Ancash Department",Heavy rains,,Km2,2024,2024,,,203,203,,
Meteorological,Storm,Tropical cyclone,Mozambique,Sub-Saharan Africa,Africa,"Vilankulo and Morrumbene Districts, (Inhambane Province); Gaza, Sofala and Nampula provinces",,120,Kph,2024,2024,2,85,93240,93325,,
Meteorological,Storm,Tropical cyclone,Madagascar,Sub-Saharan Africa,Africa,"Sava, Diana Sofia, Analanjirofo, Alaotra Mangoro, Atsinanana, Mananara North, Maroantsetra, Toamasina, Vavatenina",,210,Kph,2024,2024,22,4,89465,89469,50000,
Meteorological,Storm,Tornado,United States of America,Northern America,Americas,"Ohio, Indiana, Kentucky, Kansas, Oklahoma, Illinois and Arkansas",,,Kph,2024,2024,3,70,,70,5900000,
Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,Asia,"Dawlat Abad, Bilcheragh, Gurziwan, Khwajasbzposh, Pashtunkot districts (Faryab province); Ashtarlay, Kejran, Miramoor, Nili, Pato, Sang takht, Shahristan districts (Daikundi province); Achin, Bati Kot, Deh Bala, Dur Baba, Jalalabad, Kama, Lal Por, Momandara, Nazyan, Shinwar district (Nangarhar Province)",Heavy rains,,Km2,2024,2024,7,,1920,1920,,
Hydrological,Flood,Flood (General),France,Western Europe,Europe, Indre-et-Loire Department (Centre-Val de Loire); Haute-Vienne Department (Nouvelle-Aquitaine); Côte-d'Or Department (Bourgogne-Franche-Comté); Saône-et-Loire; Yonne,,,Km2,2024,2024,1,,750,750,,
Geophysical,Earthquake,Ground movement,Taiwan (Province of China),Eastern Asia,Asia,Hualien region,,7.4,Moment Magnitude,2024,2024,20,1145,891,2369,2530,
Meteorological,Storm,Severe weather,Pakistan,Southern Asia,Asia,"Peshawar, Nowshera, Shangla, Bannu, Khyber, Charsadda and Bajaur (Khyber Pakhtunkhwa Province); Punjab; Balochistan; Sindh provinces",Heavy rains,,Kph,2024,2024,99,94,17500,17594,,
Hydrological,Flood,Flood (General),Brazil,Latin America and the Caribbean,Americas,"Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale (Maranhao state)",Heavy rains,,Km2,2024,2024,,,2323,2323,,
Meteorological,Storm,Severe weather,United States of America,Northern America,Americas,"California, Maine, Great Lakes, New England, Oklahoma, Ohio, West Virginia, Kentucky, Tennessee, Georgia, Pennsylvania, New Hampshire, New York, New Jersey, Massachusetts","Long-lasting, multi-hazard weather system",,Kph,2024,2024,5,,,,2500000,
Meteorological,Storm,Storm (General),Nigeria,Sub-Saharan Africa,Africa,Nasarawa State,,,Kph,2024,2024,1,7,500,507,,
Hydrological,Flood,Flood (General),Kazakhstan,Central Asia,Asia,"Aktobe, Kostanay, Karaganda, Akmola, Atyrau, Pavlodar, Abay, lytau, Aktyubinskaya, Zapadno-kazachstanskaya","Rapid melting snow, heavy rains",,Km2,2024,2024,2,,120000,120000,,
Hydrological,Flood,Flood (General),Russian Federation,Eastern Europe,Europe,"Orsk, Krasnokholm and Sorochinsk Cities (Orenburg Region); Kurgan, Tyuman R-regions","Rapid snow melting, heavy rains",,Km2,2024,2024,3,,38400,38400,227000,
Hydrological,Flood,Flash flood,Australia,Australia and New Zealand,Oceania,Greater Sidney area (eastern New South Wales State); Queensland,Heavy rains,,Km2,2024,2024,,6,200,206,210000,
Hydrological,Flood,Flash flood,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Arusha, Morogoro, Pwani, Mbeya, Geita, Coast, Tanga, Rukwa, Lindi, Njombe, and Manyara regions",Heavy rains; El Nino,,Km2,2024,2024,155,236,200000,200236,,
Hydrological,Flood,Flood (General),Indonesia,South-eastern Asia,Asia,Buol Regency (Central Sulawesi Province); Luwu Regency (South Sulawesi Province); Bitung Regency (North Sulawesi Province); East Java ,Heavy rains,,Km2,2024,2024,2,2,3130,3132,,
Hydrological,Flood,Flood (General),United States of America,Northern America,Americas,"Texas, Louisiana, MIssissippi, Florida, Colorado, Nebraska, and Wyoming",,,Km2,2024,2024,1,10,216,226,2750000,
Meteorological,Storm,Storm (General),South Africa,Sub-Saharan Africa,Africa,"Cape Winelands, Overberg, and West Coast regions (Western Cape province)",,,Kph,2024,2024,1,,13895,13895,,
Hydrological,Flood,Flood (General),Kenya,Sub-Saharan Africa,Africa,"Nairobi, Marsabit, Turkana, Tana River, Garissa, Kirinyaga, Muranga, Kiambu, Meru, Kisumu, and Kitui",Heavy rain; El Nino,,Km2,2024,2024,13,2,15000,15002,,
Hydrological,Mass movement (wet),Landslide (wet),Indonesia,South-eastern Asia,Asia,"Lembang Randan Batu and the Manggau villages (Tana Toraja Regency, South Sulawesi Province)",Heavy rains,,,2024,2024,20,2,,2,,
Hydrological,Flood,Flash flood,Afghanistan,Southern Asia,Asia,"Ghazni Nangarhar, Farah, Herat, Badghis, Uruzgan, Paktia, Zabul, Helmand, Kunar, Kabul, Badakhshan, Ghor, Kandahar, Takhar, Parwan, Herat, Ghazni, Laghman, Nimroz, and Sar-e-Pol",Heavy rains,,Km2,2024,2024,357,572,280000,280572,,
Hydrological,Flood,Flash flood,United Arab Emirates,Western Asia,Asia,Dubai,Heavy rains,,Km2,2024,2024,4,,,,,
Hydrological,Flood,Flash flood,Oman,Western Asia,Asia,"South Batinah, South Sharqiyah, Musandam, Al Buraimi, Al Dhahirah, Al Dakhiliyah, Muscat and Ash Sharqiyah North Governorates.",Heavy rains,,Km2,2024,2024,20,,1200,1200,,
Hydrological,Mass movement (wet),Landslide (wet),Democratic Republic of the Congo,Sub-Saharan Africa,Africa,Idiofa Town (Kwilu Province),Heavy rains,,,2024,2024,75,,,,,
Geophysical,Volcanic activity,Lava flow,Indonesia,South-eastern Asia,Asia,"Pumpente, Laingpatehi, Mahangiang, Tulusan Barangka Pehe, Apengsala, Lesah Rende, Pahiama, Boto and Leseh, Bahoi and Balehumara. (Sitaro Islands Regency, North Sulawesi Province).",,,,2024,2024,,,8500,8500,,
Climatological,Wildfire,Wildfire (General),Guatemala,Latin America and the Caribbean,Americas,"Guatemala, Escuintla, and Sacatepéquez ",,,Km2,2024,2024,,200,,200,,
Hydrological,Flood,Flood (General),Uganda,Sub-Saharan Africa,Africa,"Central Region, Eastern Region, Western Region",,,Km2,2024,2024,77,296,57508,57804,,
Hydrological,Flood,Flood (General),Burundi,Sub-Saharan Africa,Africa," Bujumbura Mairie, Bujumbura rural, Rumonge, Makamba and Cibitoke.",Heavy rains; El Nino,,Km2,2024,2024,29,175,237000,237175,,
Hydrological,Flood,Flood (General),Iran (Islamic Republic of),Southern Asia,Asia,"Kenarak, Zarabad, Chabahar, Nikshahr, Kach and Zohrikar (Sistan and Baluchistan province)",,,Km2,2024,2024,10,,46000,46000,,
Hydrological,Flood,Flood (General),China,Eastern Asia,Asia,"Shaoguan, Guangzhou, Heyuan, Zhaoqing, Qingyuan, Meizhou and Huizhou (Guangdong province); Guangxi, and Jiangxi provinces",Heavy rains,,Km2,2024,2024,14,6,100000,100006,,
Hydrological,Flood,Flash flood,Somalia,Sub-Saharan Africa,Africa,"Somaliland, Jubaland, Hirshabelle, South West States, Hiraan, Lower Juba, Lower Shabelle; Awdal, Bari, Mudug, Nugaal, Togdheer, Woqooyi Galbeed",Heavy rains; Gu rainy season,,Km2,2024,2024,9,,226000,226000,,
Meteorological,Storm,Severe weather,Thailand,South-eastern Asia,Asia,"Chiang Rai, Nan, Bueng Kan, Phayao, Nong Bua Lam Phu, Nakhon Ratchasima, Udon Thani Phetchabun and Nong Bua Lamphu.",Heavy rains and strong winds,,Kph,2024,2024,2,3,3415,3418,,
Meteorological,Extreme temperature,Heat wave,Bangladesh,Southern Asia,Asia,"Shyampur, Bangshal, Kotwali (Dhaka), Sutrapur, Kamrangir Char, Chak Bazar, Lalbagh, Gendaria, Paltan, Barisal, Dhaka, Khulna, Rajshahi, Rangpur; Magura district",,38,°C,2024,2024,15,,33000000,33000000,,
Meteorological,Extreme temperature,Heat wave,India,Southern Asia,Asia,"New Delhi; Rajasthan, Bihar, Gujarat, West Rajasthan, Punjab, Haryana, Chandigarh",,50.5,°C,2024,2024,11,,,,,
Meteorological,Extreme temperature,Heat wave,Pakistan,Southern Asia,Asia,Sindh,,53,°C,2024,2024,,,,,,
Hydrological,Flood,Flood (General),Kenya,Sub-Saharan Africa,Africa,Nairobi,Heavy rain; El Nino,,Km2,2024,2024,10,,,,,
Hydrological,Flood,Flood (General),Indonesia,South-eastern Asia,Asia,"Karang Jaya, Ulu Rawas districts (Musi Rawas Regency (South Sumatra province)",Heavy rains,,Km2,2024,2024,4,,51812,51812,,
Hydrological,Flood,Flood (General),Kyrgyzstan,Central Asia,Asia,"Batken, Jalal-Abad, Naryn, Osh, Talas, Kara-Suuyskiy, Nookatsky, Uzgen, Alai, Zhumgalsky",Heavy rains,,Km2,2024,2024,,,103901,103901,,
Hydrological,Flood,Flood (General),Chad,Sub-Saharan Africa,Africa,Mandoul and Logone (Oriental provinces),Heavy rain,,Km2,2024,2024,1,45,3760,3805,,
Geophysical,Earthquake,Ground movement,Indonesia,South-eastern Asia,Asia,"Bandung, Bogor, Ciamis, Cianjur, Garut, Sukabumi and Tasikmalaya regencies (West Java)",,6.1,Moment Magnitude,2024,2024,1,12,2730,2812,,
Meteorological,Storm,Severe weather,Pakistan,Southern Asia,Asia,Khyber Pakhtunkhwa province,,,Kph,2024,2024,7,9,300,309,,
Hydrological,Mass movement (wet),Landslide (wet),Indonesia,South-eastern Asia,Asia,"Tallang Sura village (North Toraja regency, South Sulawesi province); Talagajaya village (Garut regency, West Java province) ",Heavy rains,,,2024,2024,12,6,,6,,
Meteorological,Storm,Tornado,China,Eastern Asia,Asia,Guangzhou (Guangdong province),,331,Kph,2024,2024,5,33,423,456,,
Meteorological,Storm,Tornado,United States of America,Northern America,Americas,"Oklahoma, Iowa, Nebraska, Texas, Kansas, Missouri, Michigan, Tennessee, North and South Craolinas",,,Kph,2024,2024,4,,558,1155,,
Hydrological,Flood,Flood (General),Democratic Republic of the Congo,Sub-Saharan Africa,Africa,"1 Nord-Ubangi, Sud-Ubangi, Tanganyika, Bas-Uele, Haut-Uele, Equateur, Sud-Kivu, Nord-Kivu, Kinshasa, Tshopo, Maniema, Kasaï Central, Mongala, Kwilu et Tshuapa. Kongo Central, Lomami",,,Km2,2024,2024,300,,1827126,1827126,,
Hydrological,Flood,Flood (General),Argentina,Latin America and the Caribbean,Americas,Corrientes and Entre Ríos,Heavy rains,,Km2,2024,2024,,,2400,2400,,
Hydrological,Flood,Flood (General),Brazil,Latin America and the Caribbean,Americas,"Metropolitan, Central, Vale do Rio Pardo, Vale do Taquari, and Serra Gaúcha areas (Rio Grande do Sul)",,,Km2,2024,2024,182,806,2398255,2399061,7000000,
Hydrological,Mass movement (wet),Landslide (wet),China,Eastern Asia,Asia,Near Meizhou (Guangdong),Heavy rains,,,2024,2024,48,30,,30,,
Hydrological,Flood,Flood (General),Rwanda,Sub-Saharan Africa,Africa,"Nyanza, Burera, Gakenke, Ngororero",Heavy rains,,Km2,2024,2024,14,27,,27,,
Meteorological,Storm,Severe weather,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Ha Giang, Cao Bang, Bac Kan, Tuyen Quang, Phu Tho, Thai Nguyen and Quang Ninh",,,Kph,2024,2024,1,,8320,8320,,
Hydrological,Mass movement (wet),Landslide (wet),Indonesia,South-eastern Asia,Asia,Luwu (Sulawesi),Heavy rains,,,2024,2024,12,,17395,17395,,
Hydrological,Mass movement (wet),Landslide (wet),Haiti,Latin America and the Caribbean,Americas,Cap-Haïtien commune ,Heavy rains,,,2024,2024,13,,11125,11200,,
Meteorological,Storm,Hail,India,Southern Asia,Asia,"Bishnupur, Imphal West, Imphal East, Thoubal, Kakching, Tengnoupal, Kangpokpi, Noney, and Churachandpur districts (Manipur state)",,,Kph,2024,2024,1,,77000,77000,,
Hydrological,Flood,Flood (General),Yemen,Western Asia,Asia,"Abyan, Taiz, Al-Jawf, Hadramout, Shabwa, Sa'ada, Mareb, Al-Mahara, Al-Dhale'",Heavy rains,,Km2,2024,2024,,,39123,39123,,
Hydrological,Flood,Flash flood,Kyrgyzstan,Central Asia,Asia,Bazar-Korgon district (Jalal-Abad region),,,Km2,2024,2024,,,500,500,,
Hydrological,Flood,Flash flood,Tajikistan,Central Asia,Asia,"Sughd, Khatlon, and Gorno-Badakhshan provinces",Heavy rains,,Km2,2024,2024,3,,40,40,,
Climatological,Wildfire,Forest fire,Canada,Northern America,Americas,"Fort Nelson, Carpenter Lake, Fontas, and Doig River First Nation reserve (British Columbia); Alberta, Manitoba Provinces",,,Km2,2024,2024,,,3500,3500,,
Hydrological,Flood,Flood (General),Indonesia,South-eastern Asia,Asia,"Agam, Tanah Datar, Padang Panjang, and Padang Pariaman (Sumatra Isl.)",Heavy rains,,Km2,2024,2024,87,37,3300,3337,,
Meteorological,Storm,Severe weather,Thailand,South-eastern Asia,Asia,"Lampang, Phrae, Phichit, Nakhon Sawan, Nong Bua Lamphu, Khon Kaen, Lopburi, Pathum Thani",,,Kph,2024,2024,,,1300,1300,,
Meteorological,Storm,Severe weather,Viet Nam,South-eastern Asia,Asia,"Lao Cai, Yen Bai, Thai Nguyen, Phu Tho, Quang Ninh, and Hanoi provinces",,,Kph,2024,2024,3,,2128,2128,,
Hydrological,Flood,Flood (General),Uruguay,Latin America and the Caribbean,Americas,"Ortigas, Cerro Largo, Durazno, Paysandú, Rocha, Salto, Soriano, Tacuarembó and Treinta y Tres",Heavy rains,,Km2,2024,2024,,,3588,3588,,
Hydrological,Flood,Flood (General),Sri Lanka,Southern Asia,Asia,"Colombo, Gampaha, Kalutara, Matara, Ratnapura, Kegalle, and Galle districts",Monsoon,,Km2,2024,2024,40,48,235854,235902,,
Hydrological,Flood,Flood (General),Germany,Western Europe,Europe,"Baden-Württemberg; Günzburg, Augsburg, Aichach-Friedberg, Neu-Ulm, Pfaffenhofen an der Ilm, Donau-Ries, Unterallgäu, Freising, Neuburg Schrobenhausen, Dillingen an Donau, Dachau, Kelheim, Deggendorf, Straubing-Bogen districts and the cities of Straubing and Regensburg (Bavaria)",Heavy rains,,Km2,2024,2024,12,9,3398,3407,5400000,
Hydrological,Flood,Flood (General),South Africa,Sub-Saharan Africa,Africa,"Eastern Cape, KwaZulu-Natal, and Western Cape provinces",Heavy rains,,Km2,2024,2024,21,55,46565,46620,,
Hydrological,Mass movement (wet),Landslide (wet),Papua New Guinea,Melanesia,Oceania,Enga Region,Heavy rains,,,2024,2024,6,,7849,7849,,
Meteorological,Storm,Severe weather,United States of America,Northern America,Americas,"Houston (Texas); Kansas, Oklahoma, Missouri, Iowa, Wisconsin, Illinois, Nebraska ",,160,Kph,2024,2024,5,,,,4800000,
Meteorological,Storm,Tornado,United States of America,Northern America,Americas,Greenfield (Iowa state),,,Kph,2024,2024,5,35,,335,,
Hydrological,Flood,Flood (General),Armenia,Western Asia,Asia,"Alaverdi, Akhtala, Bagratashen, Bendik, Deghdsavan, Haghtanak, Karkop, Mets Ayrum, Pokr Ayrum, Sanahin, Shamlug, and Shnogh villages (Lori and Tavush Provinces)",Heavy rains,,Km2,2024,2024,4,,429,429,,
Meteorological,Storm,Tropical cyclone,Bangladesh,Southern Asia,Asia,"Khulna, Bagerhat, Satkhira, Patuakhali, Pirojpur, Barguna, Jhalokath, Bhola",,111,Kph,2024,2024,16,13,4590000,4590013,90700,
Meteorological,Storm,Tropical cyclone,India,Southern Asia,Asia,"Aizawl (Mizoram state); Bengal, Assam, Nagaland, Meghalaya states; West Bengal, Telangana",,,Kph,2024,2024,51,500,2109143,2109643,,
Geophysical,Volcanic activity,Lahar,Philippines,South-eastern Asia,Asia,La Castellana and Canlaon (Negros Oriental and Negros Occidental Province),,,,2024,2024,,,29137,29137,,
Hydrological,Flood,Flood (General),Indonesia,South-eastern Asia,Asia,Tanah Bumbu Regency (South Kalimantan province),Heavy rains,,Km2,2024,2024,,,7743,7743,,
Geophysical,Volcanic activity,Volcanic activity (General),Indonesia,South-eastern Asia,Asia,North Maluku province (west Halmahera Island),,,,2024,2024,,,2011,2011,,
Meteorological,Storm,Tropical cyclone,Philippines,South-eastern Asia,Asia,"Cagayan Valley, Central Luzon, Calabarzon, Mimaropa, Bicol, and Eastern and Central Visayas.",,,Kph,2024,2024,6,8,52000,52008,20000,
Hydrological,Mass movement (wet),Landslide (wet),Indonesia,South-eastern Asia,Asia,Arfak Mountain Regency (West Papua Province),Heavy rain,,,2024,2024,4,,1750,1750,,
Meteorological,Storm,Severe weather,United States of America,Northern America,Americas,"Arkansas, northern Texas, eastern Oklahoma, Kentucky, Alabama, Colorado, Missouri, Illinois",,,Kph,2024,2024,23,80,102,182,2500000,
Hydrological,Flood,Flood (General),Ethiopia,Sub-Saharan Africa,Africa,"far, Amhara, Central Ethiopia, Oromia, Sidama, Somali, South Ethiopia and South West Ethiopia People’s, Tigray regions and Dire Dawa City Administration",Heavy rains,,Km2,2024,2024,14,,125000,125000,,
Meteorological,Storm,Severe weather,Colombia,Latin America and the Caribbean,Americas,"San Jacinto del Cauca municipalit (Bolívar department); Guaranda, Sucre and Majagual municipalities (Sucre department)",,,Kph,2024,2024,,,7806,7806,,
Meteorological,Storm,Severe weather,United States of America,Northern America,Americas,"Texas, Colorado",,,Kph,2024,2024,,,,,1900000,
Climatological,Wildfire,Wildfire (General),Belize,Latin America and the Caribbean,Americas,Toledo and Cayo districts,,,Km2,2024,2024,,,800,800,,
Climatological,Wildfire,Wildfire (General),Guatemala,Latin America and the Caribbean,Americas,"Petén, Alta Verapaz and Izabal",Prolonged heat,,Km2,2024,2024,,,,,,
Hydrological,Flood,Flash flood,Iran (Islamic Republic of),Southern Asia,Asia,Mashhad,,,Km2,2024,2024,19,,450,450,,
Hydrological,Flood,Flood (General),Viet Nam,South-eastern Asia,Asia,"Dien Bien, Lao Cai, Ha Giang, Yen Bai, Cao Bang, Lang Son, Thai Nguyen, Bac Giang, Quang Ninh and Hai Phong",Heavy rains,,Km2,2024,2024,3,,9628,9628,,
Hydrological,Flood,Flood (General),Chile,Latin America and the Caribbean,Americas,"Ñuble, Biobío, Araucanía, Maule, Los Ríos; O'HIggins, santiago regions",Heavy rains,,Km2,2024,2024,,1,6392,6393,,
Hydrological,Flood,Flood (General),Guatemala,Latin America and the Caribbean,Americas,"Suchitepéquez, San Marcos, Jutiapa, Sacatepequez, Guatemala Department",Heavy rains,,Km2,2024,2024,18,13,606102,606115,,
Hydrological,Flood,Flood (General),Côte d’Ivoire,Sub-Saharan Africa,Africa,Abidjan district,Heavy rains,,Km2,2024,2024,26,,227,227,,
Hydrological,Mass movement (wet),Landslide (wet),Ecuador,Latin America and the Caribbean,Americas,"El Chaco, Patate, Pelileo, Quero, Pillaro, Baños de Agua Santa (Tungurahua province); Penipe (Chimborazo province); Cotopaxi province",Heavy rains,,,2024,2024,19,27,3602,3629,,
Hydrological,Flood,Flood (General),Niger,Sub-Saharan Africa,Africa,"Maradi, Zinder, Agadez, Tahoua, Tilleberi",Heavy rains,,Km2,2024,2024,273,278,710767,711045,,
Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),Southern Asia,Asia,Razavi Khorasan province,,4.9,Moment Magnitude,2024,2024,4,120,,120,,
Meteorological,Storm,Severe weather,Viet Nam,South-eastern Asia,Asia,"Bac Kan, Ha Giang, Tuyen Quang, Cao Bang, Thai Nguyen, and Binh Duong ",,,Kph,2024,2024,7,1,400,401,,
Meteorological,Storm,Severe weather,Nicaragua,Latin America and the Caribbean,Americas,,Heavy rain,,Kph,2024,2024,,,,,,
